strategy,total_pnl,sharpe,max_drawdown,hit_rate,fill_count,max_inventory
taker,-84.75970599994866,-106.52983144137286,84.75971599994875,0.007035035175175876,3890,10
market_maker,-2.1999859999991145,-7.0440365783412755,2.249987999999121,0.008465042325211626,202,4
